,acousticness,album_uri,analysis_url,artist,available_markets,danceability,disc_number,duration_ms_x,duration_ms_y,energy,explicit,href,id,instrumentalness,is_local,key,liveness,loudness,mode,name,popularity,preview_url,release_date,speechiness,tempo,time_signature,track_number,uri,valence
35,0.00198,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/4omftH10jc82Sj8VJ395C7,Taylor Swift,['MX'],0.721,1,217567,217567,0.815,False,https://api.spotify.com/v1/tracks/4omftH10jc82Sj8VJ395C7,4omftH10jc82Sj8VJ395C7,0.833,False,7,0.55,-6.096,1,Shake It Off - Karaoke Version,12,,2015-02-01,0.103,159.963,4,6,spotify:track:4omftH10jc82Sj8VJ395C7,0.817
36,0.000712,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/3g7PbLRaKm2MmfHNyMbjJn,Taylor Swift,['MX'],0.592,1,204915,204916,0.943,False,https://api.spotify.com/v1/tracks/3g7PbLRaKm2MmfHNyMbjJn,3g7PbLRaKm2MmfHNyMbjJn,0.417,False,0,0.136,-6.157,1,I Wish You Would - Karaoke Version,7,,2015-02-01,0.0452,117.999,4,7,spotify:track:3g7PbLRaKm2MmfHNyMbjJn,0.179
37,0.032,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/6bzWVosI1yQkHUrN22cMWE,Taylor Swift,['MX'],0.664,1,209842,209842,0.845,False,https://api.spotify.com/v1/tracks/6bzWVosI1yQkHUrN22cMWE,6bzWVosI1yQkHUrN22cMWE,0.00197,False,7,0.236,-6.773,1,Bad Blood - Karaoke Version,10,,2015-02-01,0.108,170.017,4,8,spotify:track:6bzWVosI1yQkHUrN22cMWE,0.186
38,0.0984,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/1BXM0X5BxyUUOLEf9Rv6uZ,Taylor Swift,['MX'],0.54,1,218705,218706,0.577,False,https://api.spotify.com/v1/tracks/1BXM0X5BxyUUOLEf9Rv6uZ,1BXM0X5BxyUUOLEf9Rv6uZ,0.879,False,8,0.134,-10.631,1,Wildest Dreams - Karaoke Version,10,,2015-02-01,0.0363,140.055,4,9,spotify:track:1BXM0X5BxyUUOLEf9Rv6uZ,0.43
39,0.000147,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/0uBYyYTfuuDigZvBN6HnUt,Taylor Swift,['MX'],0.746,1,245420,245420,0.619,False,https://api.spotify.com/v1/tracks/0uBYyYTfuuDigZvBN6HnUt,0uBYyYTfuuDigZvBN6HnUt,0.826,False,5,0.0811,-7.082,1,How You Get The Girl - Karaoke Version,7,,2015-02-01,0.044,119.997,4,10,spotify:track:0uBYyYTfuuDigZvBN6HnUt,0.484
40,0.727,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/7juXSUrMEd7f9ljLk7Pria,Taylor Swift,['MX'],0.487,1,247166,247167,0.401,False,https://api.spotify.com/v1/tracks/7juXSUrMEd7f9ljLk7Pria,7juXSUrMEd7f9ljLk7Pria,0.763,False,4,0.0969,-10.223,1,This Love - Karaoke Version,9,,2015-02-01,0.0299,143.951,4,11,spotify:track:7juXSUrMEd7f9ljLk7Pria,0.0486
41,0.00985,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/4Dzma7nri1H2XNQ7b8Fs5b,Taylor Swift,['MX'],0.643,1,193811,193811,0.724,False,https://api.spotify.com/v1/tracks/4Dzma7nri1H2XNQ7b8Fs5b,4Dzma7nri1H2XNQ7b8Fs5b,0.0112,False,0,0.612,-6.701,1,I Know Places - Karaoke Version,7,,2015-02-01,0.062,160.076,4,12,spotify:track:4Dzma7nri1H2XNQ7b8Fs5b,0.395
42,0.276,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/7AiIXVMIrTqHlGn7bS3f31,Taylor Swift,['MX'],0.858,1,269207,269207,0.363,False,https://api.spotify.com/v1/tracks/7AiIXVMIrTqHlGn7bS3f31,7AiIXVMIrTqHlGn7bS3f31,0.794,False,4,0.111,-10.05,1,Clean - Karaoke Version,8,,2015-02-01,0.0421,103.996,4,13,spotify:track:7AiIXVMIrTqHlGn7bS3f31,0.375
43,0.00469,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/6wyqsJdxRsSM6k5hCF1pvt,Taylor Swift,['MX'],0.45,1,242409,242409,0.539,False,https://api.spotify.com/v1/tracks/6wyqsJdxRsSM6k5hCF1pvt,6wyqsJdxRsSM6k5hCF1pvt,0.616,False,3,0.108,-6.741,1,Wonderland - Karaoke Version,6,,2015-02-01,0.029,183.992,4,14,spotify:track:6wyqsJdxRsSM6k5hCF1pvt,0.108
44,0.802,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/4xUyg90BLSnPFXbqDAlBKF,Taylor Swift,['MX'],0.476,1,266003,266003,0.429,False,https://api.spotify.com/v1/tracks/4xUyg90BLSnPFXbqDAlBKF,4xUyg90BLSnPFXbqDAlBKF,0.784,False,9,0.0943,-12.143,1,You Are In Love - Karaoke Version,7,,2015-02-01,0.035,84.985,4,15,spotify:track:4xUyg90BLSnPFXbqDAlBKF,0.208
45,0.000684,spotify:album:0bEySlRAkuPxV9KVWhXXBr,https://api.spotify.com/v1/audio-analysis/248qgqZNy5T5KsGHgTxeIM,Taylor Swift,['MX'],0.611,1,227743,227744,0.948,False,https://api.spotify.com/v1/tracks/248qgqZNy5T5KsGHgTxeIM,248qgqZNy5T5KsGHgTxeIM,0.206,False,5,0.329,-4.959,1,New Romantics - Karaoke Version,11,,2015-02-01,0.0463,122.003,4,16,spotify:track:248qgqZNy5T5KsGHgTxeIM,0.58
46,0.038,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/2C8lcuMwQrCdUIiKISCYfE,Taylor Swift,['JP'],0.793,1,212600,212600,0.634,False,https://api.spotify.com/v1/tracks/2C8lcuMwQrCdUIiKISCYfE,2C8lcuMwQrCdUIiKISCYfE,1.76e-06,False,7,0.304,-4.807,1,Welcome To New York,40,,2014-10-27,0.0324,117.023,4,1,spotify:track:2C8lcuMwQrCdUIiKISCYfE,0.615
47,0.085,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/1vwCXIAjSkUxvn78Cmz84g,Taylor Swift,['JP'],0.752,1,231826,231827,0.678,False,https://api.spotify.com/v1/tracks/1vwCXIAjSkUxvn78Cmz84g,1vwCXIAjSkUxvn78Cmz84g,1.64e-06,False,5,0.13,-5.421,1,Blank Space,48,,2014-10-27,0.0646,96.009,4,2,spotify:track:1vwCXIAjSkUxvn78Cmz84g,0.583
48,0.00256,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/2azpRNbgwmjSmmQZ5PGJGT,Taylor Swift,['JP'],0.598,1,231000,231000,0.786,False,https://api.spotify.com/v1/tracks/2azpRNbgwmjSmmQZ5PGJGT,2azpRNbgwmjSmmQZ5PGJGT,0.00143,False,2,0.117,-5.572,1,Style,42,,2014-10-27,0.0382,95.021,4,3,spotify:track:2azpRNbgwmjSmmQZ5PGJGT,0.456
49,0.00103,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/235hvG1TA5qebFjijpCmaV,Taylor Swift,['JP'],0.552,1,235800,235800,0.841,False,https://api.spotify.com/v1/tracks/235hvG1TA5qebFjijpCmaV,235hvG1TA5qebFjijpCmaV,1.23e-05,False,7,0.337,-6.938,1,Out Of The Woods,37,,2014-10-27,0.0372,91.993,4,4,spotify:track:235hvG1TA5qebFjijpCmaV,0.342
50,0.00196,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/4i9dEGgLlZdSmR4lPXRYiS,Taylor Swift,['JP'],0.602,1,193293,193293,0.735,False,https://api.spotify.com/v1/tracks/4i9dEGgLlZdSmR4lPXRYiS,4i9dEGgLlZdSmR4lPXRYiS,4.77e-05,False,5,0.105,-5.778,1,All You Had To Do Was Stay,34,,2014-10-27,0.0337,96.969,4,5,spotify:track:4i9dEGgLlZdSmR4lPXRYiS,0.472
51,0.0561,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/5WuBu7WHqaDAIs5dikGclg,Taylor Swift,['JP'],0.648,1,219200,219200,0.785,False,https://api.spotify.com/v1/tracks/5WuBu7WHqaDAIs5dikGclg,5WuBu7WHqaDAIs5dikGclg,0.0,False,7,0.148,-5.414,1,Shake It Off,51,,2014-10-27,0.165,160.02,4,6,spotify:track:5WuBu7WHqaDAIs5dikGclg,0.943
52,0.016,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/4yH40E15Nwfcroj5Ofooo7,Taylor Swift,['JP'],0.649,1,207440,207440,0.898,False,https://api.spotify.com/v1/tracks/4yH40E15Nwfcroj5Ofooo7,4yH40E15Nwfcroj5Ofooo7,9.9e-05,False,0,0.109,-5.963,1,I Wish You Would,33,,2014-10-27,0.0511,118.027,4,7,spotify:track:4yH40E15Nwfcroj5Ofooo7,0.503
53,0.0871,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/2Twii5CeqM86JxSrnPgydn,Taylor Swift,['JP'],0.652,1,211933,211933,0.802,False,https://api.spotify.com/v1/tracks/2Twii5CeqM86JxSrnPgydn,2Twii5CeqM86JxSrnPgydn,6.45e-06,False,7,0.148,-6.114,1,Bad Blood,36,,2014-10-27,0.181,170.157,4,8,spotify:track:2Twii5CeqM86JxSrnPgydn,0.295
54,0.0709,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/6oWDkRuzwIak4Z2b0M2qAv,Taylor Swift,['JP'],0.553,1,220440,220440,0.664,False,https://api.spotify.com/v1/tracks/6oWDkRuzwIak4Z2b0M2qAv,6oWDkRuzwIak4Z2b0M2qAv,0.0056,False,8,0.106,-7.417,1,Wildest Dreams,43,,2014-10-27,0.0741,140.06,4,9,spotify:track:6oWDkRuzwIak4Z2b0M2qAv,0.467
55,0.00463,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/5nU5Y20xKhavEai4qqbHl3,Taylor Swift,['JP'],0.764,1,247533,247533,0.659,False,https://api.spotify.com/v1/tracks/5nU5Y20xKhavEai4qqbHl3,5nU5Y20xKhavEai4qqbHl3,0.00458,False,5,0.0915,-6.136,1,How You Get The Girl,35,,2014-10-27,0.0492,119.982,4,10,spotify:track:5nU5Y20xKhavEai4qqbHl3,0.525
56,0.635,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/1LAsr8OiF3et5bPZ7o9jsZ,Taylor Swift,['JP'],0.485,1,250093,250093,0.459,False,https://api.spotify.com/v1/tracks/1LAsr8OiF3et5bPZ7o9jsZ,1LAsr8OiF3et5bPZ7o9jsZ,0.0,False,4,0.101,-8.768,1,This Love,32,,2014-10-27,0.0337,71.981,4,11,spotify:track:1LAsr8OiF3et5bPZ7o9jsZ,0.0858
57,0.231,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/3S9IvjroLrk0D8hBGOfC1h,Taylor Swift,['JP'],0.595,1,195706,195707,0.763,False,https://api.spotify.com/v1/tracks/3S9IvjroLrk0D8hBGOfC1h,3S9IvjroLrk0D8hBGOfC1h,0.0,False,0,0.2,-4.991,1,I Know Places,32,,2014-10-27,0.0661,159.959,4,12,spotify:track:3S9IvjroLrk0D8hBGOfC1h,0.507
58,0.242,spotify:album:4uUAUqIfSomFTbbjGp3TYp,https://api.spotify.com/v1/audio-analysis/1x6NaAEZYYGO95PekFcu5C,Taylor Swift,['JP'],0.81,1,271000,271000,0.38,False,https://api.spotify.com/v1/tracks/1x6NaAEZYYGO95PekFcu5C,1x6NaAEZYYGO95PekFcu5C,0.0,False,4,0.113,-7.755,1,Clean,32,,2014-10-27,0.035,103.981,4,13,spotify:track:1x6NaAEZYYGO95PekFcu5C,0.211
59,0.038,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/4SCaZ8rEnEXVYfYdTOiUPF,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.793,1,212600,212600,0.634,False,https://api.spotify.com/v1/tracks/4SCaZ8rEnEXVYfYdTOiUPF,4SCaZ8rEnEXVYfYdTOiUPF,1.76e-06,False,7,0.304,-4.807,1,Welcome To New York,57,,2014-10-27,0.0324,117.023,4,1,spotify:track:4SCaZ8rEnEXVYfYdTOiUPF,0.615
60,0.085,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/580t2NTEMOuCHV1sN3uhyD,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.752,1,231826,231827,0.678,False,https://api.spotify.com/v1/tracks/580t2NTEMOuCHV1sN3uhyD,580t2NTEMOuCHV1sN3uhyD,1.64e-06,False,5,0.13,-5.421,1,Blank Space,75,,2014-10-27,0.0646,96.009,4,2,spotify:track:580t2NTEMOuCHV1sN3uhyD,0.583
61,0.00256,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/4cAXvxzp3q7NIg0gFXjjvi,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.598,1,231000,231000,0.786,False,https://api.spotify.com/v1/tracks/4cAXvxzp3q7NIg0gFXjjvi,4cAXvxzp3q7NIg0gFXjjvi,0.00143,False,2,0.117,-5.572,1,Style,69,,2014-10-27,0.0382,95.021,4,3,spotify:track:4cAXvxzp3q7NIg0gFXjjvi,0.456
62,0.00103,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/0BvqWOelf2ecOmAHpzKS1C,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.552,1,235800,235800,0.841,False,https://api.spotify.com/v1/tracks/0BvqWOelf2ecOmAHpzKS1C,0BvqWOelf2ecOmAHpzKS1C,1.23e-05,False,7,0.337,-6.938,1,Out Of The Woods,64,,2014-10-27,0.0372,91.993,4,4,spotify:track:0BvqWOelf2ecOmAHpzKS1C,0.342
63,0.00196,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/6a2Blx3K92NSjAHjzEpTEi,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.602,1,193293,193293,0.735,False,https://api.spotify.com/v1/tracks/6a2Blx3K92NSjAHjzEpTEi,6a2Blx3K92NSjAHjzEpTEi,4.77e-05,False,5,0.105,-5.778,1,All You Had To Do Was Stay,57,,2014-10-27,0.0337,96.969,4,5,spotify:track:6a2Blx3K92NSjAHjzEpTEi,0.472
64,0.0561,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/5WfhXulggG0c6WoVeMPA8N,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.648,1,219200,219200,0.785,False,https://api.spotify.com/v1/tracks/5WfhXulggG0c6WoVeMPA8N,5WfhXulggG0c6WoVeMPA8N,0.0,False,7,0.148,-5.414,1,Shake It Off,78,,2014-10-27,0.165,160.02,4,6,spotify:track:5WfhXulggG0c6WoVeMPA8N,0.943
65,0.016,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/7jfwAS6Uom1g20cvoql4PK,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.649,1,207440,207440,0.898,False,https://api.spotify.com/v1/tracks/7jfwAS6Uom1g20cvoql4PK,7jfwAS6Uom1g20cvoql4PK,9.9e-05,False,0,0.109,-5.963,1,I Wish You Would,56,,2014-10-27,0.0511,118.027,4,7,spotify:track:7jfwAS6Uom1g20cvoql4PK,0.503
66,0.0871,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/4wf0ZHAJqLLoiFYR9IRwco,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.652,1,211933,211933,0.802,False,https://api.spotify.com/v1/tracks/4wf0ZHAJqLLoiFYR9IRwco,4wf0ZHAJqLLoiFYR9IRwco,6.45e-06,False,7,0.148,-6.114,1,Bad Blood,61,,2014-10-27,0.181,170.157,4,8,spotify:track:4wf0ZHAJqLLoiFYR9IRwco,0.295
67,0.0709,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/2lXDbdbBw7lJVCWHkYxdep,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.553,1,220440,220440,0.664,False,https://api.spotify.com/v1/tracks/2lXDbdbBw7lJVCWHkYxdep,2lXDbdbBw7lJVCWHkYxdep,0.0056,False,8,0.106,-7.417,1,Wildest Dreams,73,,2014-10-27,0.0741,140.06,4,9,spotify:track:2lXDbdbBw7lJVCWHkYxdep,0.467
68,0.00463,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/1uVRGLXiCCUyHnhCRHY4sG,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.764,1,247533,247533,0.659,False,https://api.spotify.com/v1/tracks/1uVRGLXiCCUyHnhCRHY4sG,1uVRGLXiCCUyHnhCRHY4sG,0.00458,False,5,0.0915,-6.136,1,How You Get The Girl,58,,2014-10-27,0.0492,119.982,4,10,spotify:track:1uVRGLXiCCUyHnhCRHY4sG,0.525
69,0.635,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/6VsV1ZJf4ZzUPQNmwRH9uk,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.485,1,250093,250093,0.459,False,https://api.spotify.com/v1/tracks/6VsV1ZJf4ZzUPQNmwRH9uk,6VsV1ZJf4ZzUPQNmwRH9uk,0.0,False,4,0.101,-8.768,1,This Love,54,,2014-10-27,0.0337,71.981,4,11,spotify:track:6VsV1ZJf4ZzUPQNmwRH9uk,0.0858
70,0.231,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/1GwmBChAUiUlDo1SBDU1gw,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.595,1,195706,195707,0.763,False,https://api.spotify.com/v1/tracks/1GwmBChAUiUlDo1SBDU1gw,1GwmBChAUiUlDo1SBDU1gw,0.0,False,0,0.2,-4.991,1,I Know Places,56,,2014-10-27,0.0661,159.959,4,12,spotify:track:1GwmBChAUiUlDo1SBDU1gw,0.507
71,0.242,spotify:album:6w36pmMA5bxECalu5rxQAw,https://api.spotify.com/v1/audio-analysis/36cyNSpJaiTYMj3w1mkXg2,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.81,1,271000,271000,0.38,False,https://api.spotify.com/v1/tracks/36cyNSpJaiTYMj3w1mkXg2,36cyNSpJaiTYMj3w1mkXg2,0.0,False,4,0.113,-7.755,1,Clean,54,,2014-10-27,0.035,103.981,4,13,spotify:track:36cyNSpJaiTYMj3w1mkXg2,0.211
72,0.0358,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/6qnM0XXPZOINWA778uNqQ9,Taylor Swift,"['CA', 'US']",0.79,1,212600,212600,0.626,False,https://api.spotify.com/v1/tracks/6qnM0XXPZOINWA778uNqQ9,6qnM0XXPZOINWA778uNqQ9,2.23e-06,False,7,0.309,-4.733,1,Welcome To New York,64,,2014-10-27,0.031,117.015,4,1,spotify:track:6qnM0XXPZOINWA778uNqQ9,0.664
73,0.0847,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,Taylor Swift,"['CA', 'US']",0.751,1,231826,231827,0.684,False,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,1p80LdxRV74UKvL8gnD7ky,0.0,False,5,0.0737,-5.448,1,Blank Space,71,,2014-10-27,0.0679,95.979,4,2,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.597
